tol,n_pairs,geom_mean_speedup,geom_ci_low,geom_ci_high,win_rate,win_ci_low,win_ci_high,median_speedup,wilcoxon_p,sign_p
0.001,15,1.160139570394759,0.6050134369942868,2.274875350786346,0.4,0.1982449614134158,0.6425316987937539,0.97,0.488983154296875,0.84912109375
0.01,16,1.7049998660559214,1.0122334263171888,3.1206190528889963,0.5,0.27999563610326017,0.7200043638967398,1.1315476127852508,0.105712890625,0.5981903076171875
0.1,20,1.848352678426909,1.1638287854999203,2.8926424191412585,0.7,0.4810271816464765,0.8545227551323956,2.0856653614614213,0.011975288391113281,0.057659149169921875
