tol,n_total,n_pairs,geom_mean_speedup,geom_ci_low,geom_ci_high,win_rate,win_ci_low,win_ci_high,median_speedup,wilcoxon_p,sign_p
0.001,105,105,1.160139570394759,0.9056851644980453,1.493583886479094,0.4,0.3114260137182634,0.49563280166755863,0.97,0.3984035937776213,0.9843491077122297
0.01,112,112,1.7049998660559214,1.3873456882905766,2.1211876807556926,0.5,0.4089487135360737,0.5910512864639264,1.1315476127852508,0.0001863796232717102,0.5376124531713866
0.1,140,140,1.848352678426909,1.5609792317148763,2.1807316911384,0.7,0.619579928534682,0.7697375913175527,2.0856653614614213,1.398883056286614e-09,1.2457686740417992e-06
